time,pid,x,y,z
1493734375808,SA0297,-0.406,0.2714,-0.6218
1493734375853,SA0297,-0.2862,0.2956,-0.7633
1493734375897,SA0297,-0.2548,-0.1411,-0.4727
1493734375943,SA0297,-0.1091,0.1044,-0.103
1493734375988,SA0297,-0.0879,-0.1603,-0.0405
1493734376033,SA0297,0.1348,-0.1444,0.2861
1493734376078,SA0297,0.1468,-0.0488,0.3639
1493734376123,SA0297,0.16699999999999998,-0.0359,0.3185
1493734376168,SA0297,0.1375,0.0299,0.1724
1493734376213,SA0297,-0.0318,0.1246,-0.1806
1493734376257,SA0297,-0.0846,0.2007,-0.3591
1493734376303,SA0297,-0.0149,0.1608,-0.1814
1493734376348,SA0297,-0.2483,0.2331,-0.1963
1493734376393,SA0297,-0.8464,0.4357,0.1819
1493734376438,SA0297,-0.076,0.0858,0.0664
1493734376483,SA0297,-0.0126,-0.3003,-0.079
1493734376528,SA0297,0.2003,-0.079,0.1807
1493734376573,SA0297,-0.2937,-0.0786,0.5974
1493734376617,SA0297,-0.4071,-0.3273,0.4111
1493734376663,SA0297,-0.2121,-0.2159,0.4711
1493734376708,SA0297,-0.0376,-0.147,0.1554
1493734376753,SA0297,-0.1019,-0.1138,-0.2693
1493734376797,SA0297,-0.1937,-0.1883,-0.7283
1493734376841,SA0297,-0.2914,-0.0582,-0.2902
1493734376892,SA0297,-0.1365,-0.0622,0.0885
1493734376937,SA0297,-0.1979,-0.2937,0.1937
1493734376982,SA0297,0.0439,-0.2163,0.4239
1493734377025,SA0297,0.0941,-0.1106,0.3706
1493734377071,SA0297,0.1016,-0.0147,0.2404
1493734377116,SA0297,0.041,0.0079,-0.0019
1493734377163,SA0297,-0.0331,0.042,-0.259
1493734377206,SA0297,-0.2479,0.3073,-0.384
1493734377251,SA0297,-0.4022,0.2581,-0.3878
1493734377295,SA0297,-0.2871,0.51,0.1903
1493734377340,SA0297,-0.005,0.4779,0.289
1493734377385,SA0297,-0.0175,0.1202,-0.006
1493734377430,SA0297,0.0822,-0.1303,0.0234
1493734377475,SA0297,0.2781,0.1437,0.2913
1493734377519,SA0297,-0.0614,0.1393,0.2839
1493734377564,SA0297,-0.3616,-0.097,0.1693
1493734377609,SA0297,-0.4903,-0.2792,0.5072
1493734377654,SA0297,-0.6611,0.021,0.0014
1493734377699,SA0297,-0.2998,0.3329,-0.251
1493734377744,SA0297,-0.4024,0.1962,-0.4312
1493734377789,SA0297,-0.3334,-0.1204,-0.3859
1493734377833,SA0297,-0.1541,-0.2078,0.0695
1493734377883,SA0297,-0.044,-0.2263,0.2723
1493734377928,SA0297,0.0912,-0.1264,0.4536
1493734377973,SA0297,0.1249,-0.0312,0.3487
1493734378017,SA0297,0.1429,0.0308,0.1986
1493734378062,SA0297,0.0617,0.0169,-0.0179
1493734378108,SA0297,-0.0312,0.0721,-0.18600000000000005
1493734378153,SA0297,-0.1743,0.1434,-0.2989
1493734378197,SA0297,-0.3021,0.1919,-0.333
1493734378241,SA0297,-0.4165,0.3769,0.0131
1493734378287,SA0297,-0.1619,0.4358,0.1506
1493734378332,SA0297,-0.0091,0.0376,0.1325
1493734378377,SA0297,0.0934,-0.1211,0.0587
1493734378422,SA0297,0.1691,0.0619,0.2111
1493734378467,SA0297,-0.019,0.1186,0.2098
1493734378512,SA0297,-0.4582,-0.1211,0.1546
1493734378557,SA0297,-0.8804,-0.456,0.8726
1493734378601,SA0297,-0.4932,0.1548,-0.1348
1493734378647,SA0297,-0.2003,0.2143,-0.4194
1493734378692,SA0297,-0.2698,0.0117,-0.3031
1493734378737,SA0297,-0.2345,0.1339,-0.1383
1493734378782,SA0297,-0.1511,-0.0982,0.0453
1493734378827,SA0297,-0.0039,-0.1214,0.2602
1493734378877,SA0297,0.108,-0.047,0.4107
1493734378921,SA0297,0.1403,0.0414,0.2334
1493734378967,SA0297,0.1369,0.0818,0.0348
1493734379012,SA0297,-0.0136,0.1643,-0.08
1493734379057,SA0297,-0.1639,0.2045,-0.2222
1493734379102,SA0297,-0.2085,0.2408,-0.16699999999999998
1493734379148,SA0297,-0.3534,0.2836,-0.3076
1493734379192,SA0297,-0.2541,0.4472,0.2896
1493734379237,SA0297,-0.1447,0.1944,0.0774
1493734379281,SA0297,0.0366,-0.062,-0.0183
1493734379327,SA0297,0.1635,-0.0404,0.015
1493734379376,SA0297,0.2543,0.0616,0.222
1493734379417,SA0297,-0.0137,-0.0157,0.1883
1493734379463,SA0297,-0.482,-0.2955,0.2894
1493734379507,SA0297,-0.6809,-0.3321,1.3483
1493734379552,SA0297,-0.3343,0.0922,-0.1543
1493734379597,SA0297,-0.4379,-0.0462,-0.4852
1493734379641,SA0297,-0.06,-0.0009,-0.1018
1493734379687,SA0297,-0.197,-0.0065,-0.0188
1493734379732,SA0297,-0.0741,-0.2285,0.1998
1493734379777,SA0297,0.1992,-0.0655,0.387
1493734379823,SA0297,0.1657,0.0144,0.373
1493734379873,SA0297,0.1477,0.1575,0.1874
1493734379918,SA0297,-0.013,0.0987,-0.159
1493734379963,SA0297,-0.1685,0.1887,-0.3342
1493734380008,SA0297,-0.2532,0.3373,-0.2698
1493734380053,SA0297,-0.3368,0.2366,-0.2873
1493734380097,SA0297,-0.35700000000000004,0.4749,0.1912
1493734380143,SA0297,-0.0939,0.331,0.1339
1493734380188,SA0297,-0.0059,0.0052,-0.002
1493734380233,SA0297,0.2452,-0.1027,0.1126
1493734380278,SA0297,0.3483,0.1627,0.3647
1493734380321,SA0297,-0.2542,-0.043,0.1267
1493734380367,SA0297,-0.4626,-0.2021,0.1936
1493734380413,SA0297,-0.5357,-0.2157,1.0122
1493734380457,SA0297,-0.4065,0.0822,-0.1108
1493734380503,SA0297,-0.614,-0.1898,-0.8747
1493734380547,SA0297,0.0168,0.0874,0.1988
1493734380593,SA0297,-0.1565,0.0228,0.1268
1493734380638,SA0297,-0.0489,-0.136,0.1305
1493734380683,SA0297,0.1176,-0.0503,0.2745
1493734380728,SA0297,0.1642,0.0364,0.2802
1493734380773,SA0297,0.2045,0.1213,0.2228
1493734380817,SA0297,0.1196,0.0973,0.0446
1493734380863,SA0297,-0.1227,0.1453,-0.2843
1493734380913,SA0297,-0.2581,0.1616,-0.3559
1493734380958,SA0297,-0.2523,0.2464,-0.2499
1493734381003,SA0297,-0.3939,0.3999,-0.1065
1493734381048,SA0297,-0.2833,0.5386,0.2318
1493734381093,SA0297,0.0239,0.1644,0.1532
1493734381137,SA0297,0.0733,-0.0635,0.0089
1493734381183,SA0297,0.1585,0.0429,0.0599
1493734381228,SA0297,0.0055,0.125,0.1622
1493734381273,SA0297,-0.326,-0.0845,0.161
1493734381318,SA0297,-0.4734,-0.2165,0.5233
1493734381363,SA0297,-0.5348,0.0733,0.1271
1493734381408,SA0297,-0.578,0.1583,-0.4276
1493734381453,SA0297,-0.4321,0.1992,-0.524
1493734381497,SA0297,-0.0856,0.0565,-0.0136
1493734381543,SA0297,-0.1371,-0.0316,-0.0477
1493734381588,SA0297,-0.0161,-0.1046,0.0643
1493734381633,SA0297,0.175,0.0047,0.2794
1493734381680,SA0297,0.1802,0.0504,0.275
1493734381723,SA0297,0.1964,0.0852,0.201
1493734381768,SA0297,0.1002,0.0858,0.0299
1493734381813,SA0297,-0.07400000000000001,0.1664,-0.2434
1493734381857,SA0297,-0.1772,0.2084,-0.3251
1493734381908,SA0297,-0.2907,0.238,-0.3735
1493734381953,SA0297,-0.4569,0.429,0.0361
1493734381999,SA0297,-0.2325,0.6234,0.1281
1493734382044,SA0297,0.0761,0.1537,0.1774
1493734382088,SA0297,0.1099,-0.0941,0.0952
1493734382134,SA0297,0.1722,0.0395,0.1815
1493734382179,SA0297,-0.1126,0.0619,0.1708
1493734382224,SA0297,-0.3963,-0.2204,0.2801
1493734382269,SA0297,-0.8781,-0.6675,1.2479
1493734382313,SA0297,-0.3353,0.053,-0.2148
1493734382359,SA0297,-0.1348,0.368,-0.4634
1493734382404,SA0297,-0.0991,0.0458,-0.14300000000000002
1493734382449,SA0297,-0.1889,0.0062,-0.3776
1493734382494,SA0297,-0.0732,-0.0528,0.0483
1493734382539,SA0297,0.109,-0.0743,0.2077
1493734382584,SA0297,0.1711,0.0664,0.3207
1493734382629,SA0297,0.1779,0.042,0.3247
1493734382673,SA0297,0.1527,0.0309,0.1849
1493734382719,SA0297,0.008,0.098,-0.1384
1493734382764,SA0297,-0.0993,0.2234,-0.299
1493734382809,SA0297,-0.1364,0.2326,-0.326
1493734382854,SA0297,-0.3548,0.0551,-0.5759
1493734382904,SA0297,-0.2978,0.4866,0.2723
1493734382949,SA0297,-0.1731,0.5183,0.1652
1493734382993,SA0297,0.0187,0.1293,0.1135
1493734383039,SA0297,-0.0128,-0.1161,0.0153
1493734383084,SA0297,0.0956,0.0563,0.1213
1493734383132,SA0297,-0.0138,0.1794,0.0851
1493734383174,SA0297,-0.2924,-0.0381,0.2952
1493734383219,SA0297,-0.7240000000000001,-0.3843,1.1998
1493734383264,SA0297,-0.2306,0.056,-0.0952
1493734383309,SA0297,-0.1781,0.1675,-0.3883
1493734383353,SA0297,-0.2188,0.0071,-0.2132
1493734383399,SA0297,-0.1908,0.0314,-0.1999
1493734383444,SA0297,-0.07200000000000001,-0.1441,0.054000000000000006
1493734383489,SA0297,0.1068,-0.1379,0.289
1493734383534,SA0297,0.2186,0.0177,0.3717
1493734383579,SA0297,0.2125,0.0599,0.262
1493734383624,SA0297,0.1964,0.0683,0.1039
1493734383669,SA0297,0.0341,0.1239,-0.1399
1493734383713,SA0297,-0.1473,0.2239,-0.307
1493734383759,SA0297,-0.2408,0.2359,-0.2457
1493734383804,SA0297,-0.4247,0.3148,-0.4061
1493734383849,SA0297,-0.6998,0.6179,0.2407
1493734383899,SA0297,0.0087,0.3146,0.1052
1493734383945,SA0297,0.1427,-0.0956,0.0956
1493734383989,SA0297,0.2607,-0.0005,0.0642
1493734384033,SA0297,-0.0121,0.2689,0.2235
1493734384079,SA0297,-0.3006,0.0389,0.0739
1493734384125,SA0297,-0.2883,-0.0697,0.2822
1493734384169,SA0297,-0.3674,-0.1355,0.4025
1493734384215,SA0297,-0.3111,0.1019,0.0063
1493734384260,SA0297,-0.6093,0.211,-0.7374
1493734384305,SA0297,-0.3402,-0.0637,-0.3845
1493734384350,SA0297,-0.1252,-0.0999,0.0172
1493734384393,SA0297,-0.0709,-0.0832,0.1274
1493734384440,SA0297,0.1045,-0.1475,0.2772
1493734384485,SA0297,0.2295,-0.0536,0.3371
1493734384529,SA0297,0.2366,0.0098,0.209
1493734384575,SA0297,0.2142,0.1015,0.0351
1493734384619,SA0297,-0.1121,0.2065,-0.358
1493734384665,SA0297,-0.2422,0.3112,-0.3884
1493734384710,SA0297,-0.2232,0.3033,-0.2452
1493734384755,SA0297,-0.5169,0.544,0.1069
1493734384799,SA0297,-0.0869,0.5887,0.0424
1493734384845,SA0297,-0.0118,0.0897,-0.0713
1493734384895,SA0297,0.315,0.0387,-0.0406
1493734407673,SA0297,0.0235,0.3961,-0.3675
1493734407718,SA0297,0.0561,0.5084,-0.2328
1493734407763,SA0297,-0.0751,0.3228,-0.2824
1493734407808,SA0297,-0.0569,0.2784,-0.1255
1493734407853,SA0297,-0.0029,0.3694,-0.041
1493734407903,SA0297,0.0383,0.2815,-0.0033
1493734407948,SA0297,0.0148,0.0728,-0.0242
1493734407993,SA0297,0.0351,-0.0988,0.2333
1493734408038,SA0297,-0.0787,0.0689,0.1264
1493734408083,SA0297,0.0599,0.1779,0.2759
1493734408128,SA0297,-0.1356,-0.1402,-0.0337
1493734408173,SA0297,-0.2799,-0.1326,-0.3726
1493734408219,SA0297,-0.8441,-0.3093,-0.2547
1493734408263,SA0297,-2.1665,-1.2343,1.5824
1493734408308,SA0297,-0.4704,0.1195,0.1026
1493734408353,SA0297,-0.0462,0.0873,-0.1066
1493734408398,SA0297,0.1742,0.2208,0.2129
1493734408443,SA0297,0.0884,0.1548,0.0383
1493734408488,SA0297,0.1535,0.1256,0.0486
1493734408533,SA0297,0.0127,0.2598,-0.2285
1493734408577,SA0297,0.0205,0.4416,-0.3672
1493734408623,SA0297,0.0185,0.5014,-0.2993
1493734408668,SA0297,-0.1803,0.3335,-0.4734
1493734408713,SA0297,-0.0288,0.3878,-0.127
1493734408758,SA0297,0.0996,0.3717,0.1625
1493734408803,SA0297,0.0593,0.1945,0.1248
1493734408848,SA0297,0.0975,-0.0709,0.0543
1493734408893,SA0297,-0.141,-0.1644,0.0614
1493734408943,SA0297,-0.0208,-0.0117,0.3432
1493734408988,SA0297,0.0519,-0.2046,0.3135
1493734409033,SA0297,-0.189,-0.4311,0.0682
1493734409078,SA0297,-0.3961,0.0874,0.0478
1493734409123,SA0297,-0.61,0.0494,-0.1553
1493734409168,SA0297,-0.5787,-0.0257,-0.4676
1493734409213,SA0297,-0.5133,-0.0518,0.1799
1493734409257,SA0297,-0.1979,0.0313,0.6519
1493734409303,SA0297,-0.0054,0.1549,0.18
1493734409348,SA0297,0.1771,0.2369,0.2552
1493734409393,SA0297,0.1401,0.1886,0.1808
1493734409438,SA0297,0.123,0.1342,0.0701
1493734409484,SA0297,-0.026,0.2988,-0.245
1493734409528,SA0297,-0.0349,0.476,-0.3177
1493734409573,SA0297,-0.11,0.4044,-0.2733
1493734409617,SA0297,-0.1908,0.3422,-0.3411
1493734409663,SA0297,-0.0044,0.3248,0.0727
1493734409708,SA0297,0.1738,0.248,0.2351
1493734409753,SA0297,0.0749,0.2042,0.0674
1493734409798,SA0297,-0.0251,-0.1454,0.0509
1493734409843,SA0297,-0.0658,-0.2153,0.1621
1493734409888,SA0297,-0.0646,0.0357,0.1808
1493734409937,SA0297,-0.0984,-0.0008,0.2368
1493734409984,SA0297,-0.7070000000000001,-0.3379,0.2781
1493734410029,SA0297,-0.463,0.0394,0.224
1493734410073,SA0297,-0.6723,-0.1573,-0.5142
1493734410119,SA0297,-0.221,-0.0618,-0.3117
1493734410164,SA0297,-0.1481,-0.1498,0.2382
1493734410208,SA0297,0.0292,-0.031,0.1357
1493734410254,SA0297,0.1594,0.0795,0.2072
1493734410299,SA0297,0.1606,0.1479,0.2604
1493734410344,SA0297,0.1728,0.1058,0.1624
1493734410389,SA0297,-0.0592,0.1242,-0.2155
1493734410435,SA0297,-0.0346,0.2596,-0.2158
1493734410479,SA0297,-0.1059,0.2957,-0.3023
1493734410524,SA0297,-0.2622,0.3605,-0.3851
1493734410569,SA0297,-0.1913,0.3106,-0.0312
1493734410614,SA0297,0.0199,0.2588,0.1542
1493734410659,SA0297,0.1823,0.1755,0.197
1493734410704,SA0297,0.1233,0.0216,0.0224
1493734410749,SA0297,0.2395,-0.0637,0.0639
1493734410793,SA0297,0.0874,-0.0195,0.1062
1493734410839,SA0297,-0.0627,0.0595,0.0597
1493734410884,SA0297,-0.3028,-0.2022,0.0595
1493734410934,SA0297,-0.7042,-0.0338,0.4897
1493734410979,SA0297,-0.5775,0.0143,-0.179
1493734411024,SA0297,-0.6309,-0.155,-0.6752
1493734411069,SA0297,-0.2879,-0.1909,0.1844
1493734411113,SA0297,-0.141,-0.2029,0.3432
1493734411159,SA0297,0.0984,0.0788,0.154
1493734411206,SA0297,0.1852,0.1535,0.2516
1493734411249,SA0297,0.1543,0.0812,0.1796
1493734411294,SA0297,0.038,0.0646,-0.0402
1493734411339,SA0297,-0.0773,0.2187,-0.3816
1493734411384,SA0297,-0.0661,0.3792,-0.3314
1493734411429,SA0297,-0.1007,0.2681,-0.2951
1493734411473,SA0297,-0.1531,0.2548,-0.254
1493734411519,SA0297,-0.0692,0.2951,0.0703
1493734411565,SA0297,0.0819,0.2502,0.1988
1493734411609,SA0297,0.0655,0.1594,0.0811
1493734411654,SA0297,0.1897,-0.0552,0.08800000000000001
1493734411699,SA0297,0.0878,-0.0843,0.1658
1493734411744,SA0297,0.0549,0.0372,0.1037
1493734411789,SA0297,-0.05,-0.0638,0.0589
1493734411833,SA0297,-0.3902,-0.1924,-0.0735
1493734411879,SA0297,-0.5186,-0.1417,0.0713
1493734411929,SA0297,-0.7689,-0.0812,-0.1991
1493734411974,SA0297,-0.8586,-0.361,0.1857
1493734412019,SA0297,-0.2601,-0.1984,0.5671
1493734412064,SA0297,0.0651,0.0657,0.0875
1493734412109,SA0297,0.1511,0.1888,0.1616
1493734412155,SA0297,0.0792,0.1329,0.0386
1493734412199,SA0297,0.0742,0.179,-0.0566
1493734412244,SA0297,0.0948,0.2739,-0.1141
1493734412289,SA0297,0.0047,0.4028,-0.292
1493734412334,SA0297,-0.0408,0.4012,-0.3486
1493734412379,SA0297,-0.127,0.3299,-0.3006
1493734412424,SA0297,-0.0908,0.3855,-0.1254
1493734412470,SA0297,0.0876,0.2999,0.1692
1493734412513,SA0297,0.0848,0.2235,0.1556
1493734412559,SA0297,0.0654,0.0584,0.0653
1493734412604,SA0297,0.0628,-0.1177,0.1099
1493734412649,SA0297,-0.0605,-0.0896,0.1551
1493734412695,SA0297,-0.0709,0.0921,0.0413
1493734412742,SA0297,-0.1434,-0.1336,0.0822
1493734412784,SA0297,-0.5077,-0.1829,0.0099
1493734412830,SA0297,-0.6216,-0.0766,0.056
1493734412873,SA0297,-0.7516,0.0013,-0.1305
1493734412925,SA0297,-0.7891,-0.3155,0.3853
1493734412969,SA0297,-0.1616,-0.0822,-0.2364
1493734413015,SA0297,0.0631,0.0306,0.0457
1493734413060,SA0297,0.1492,0.1445,0.2257
1493734413105,SA0297,0.1422,0.124,0.1311
1493734413149,SA0297,0.1136,0.1353,-0.0074
1493734413195,SA0297,0.0295,0.2056,-0.2655
1493734413240,SA0297,-0.0276,0.3731,-0.319
1493734413285,SA0297,-0.0319,0.3575,-0.2353
1493734413329,SA0297,-0.1955,0.2637,-0.3511
1493734413375,SA0297,-0.06,0.3145,-0.0498
1493734413425,SA0297,0.1292,0.3036,0.1566
1493734413465,SA0297,0.1903,0.2288,0.1663
1493734413510,SA0297,0.0525,-0.0884,0.1624
1493734413555,SA0297,0.0006,-0.2171,0.3231
1493734413600,SA0297,-0.1167,0.0307,0.1413
1493734413645,SA0297,-0.0733,0.0305,0.08800000000000001
1493734413689,SA0297,-0.1773,-0.0266,-0.0238
1493734413735,SA0297,-0.5473,-0.0868,-0.096
1493734413780,SA0297,-0.5857,0.112,-0.0905
1493734413825,SA0297,-0.5696,0.0221,-0.1891
1493734413870,SA0297,-0.6505,-0.4528,0.3524
1493734413920,SA0297,-0.0889,-0.081,-0.3788
1493734413965,SA0297,0.0815,0.1342,0.0165
1493734414009,SA0297,0.201,0.2602,0.2451
1493734414055,SA0297,0.2303,0.2109,0.1732
1493734414100,SA0297,0.0976,0.1861,0.0137
1493734414145,SA0297,0.0266,0.2545,-0.1903
1493734414193,SA0297,-0.1207,0.3695,-0.3634
1493734414235,SA0297,-0.1349,0.4223,-0.3072
1493734414280,SA0297,-0.2969,0.3494,-0.4197
1493734414325,SA0297,-0.1267,0.2719,-0.0245
1493734414369,SA0297,0.1604,0.3436,0.2082
1493734414415,SA0297,0.1796,0.2023,0.2415
1493734414460,SA0297,0.0239,-0.078,0.138
1493734414505,SA0297,-0.0408,-0.1406,0.1954
1493734414550,SA0297,-0.0079,0.1441,0.1572
1493734414595,SA0297,-0.0691,0.0106,0.1255
1493734414640,SA0297,-0.6338,-0.2763,0.196
1493734414685,SA0297,-0.5805,0.0115,0.2573
1493734414729,SA0297,-0.5316,0.1767,-0.2207
1493734414775,SA0297,-0.4243,0.0147,-0.371
1493734414820,SA0297,-0.1082,-0.1275,0.0738
1493734414865,SA0297,-0.0254,-0.1812,0.1749
1493734414916,SA0297,0.1192,0.0308,0.1793
1493734414961,SA0297,0.1731,0.1417,0.1518
1493734415005,SA0297,0.1762,0.1483,0.1399
1493734415049,SA0297,0.1787,0.1603,0.0582
1493734415095,SA0297,0.0211,0.1421,-0.1635
1493734415140,SA0297,-0.1722,0.1181,-0.3655
1493734415185,SA0297,-0.2247,0.1909,-0.3332
1493734415230,SA0297,-0.2946,0.2873,-0.398
1493734415275,SA0297,-0.2293,0.3939,0.1303
1493734415320,SA0297,0.1522,0.3166,0.1313
1493734415365,SA0297,0.1995,0.0581,0.0694
1493734415409,SA0297,0.2362,-0.0036,0.0098
1493734415455,SA0297,0.217,0.0554,0.0881
1493734415500,SA0297,0.0509,0.1822,0.1309
1493734415545,SA0297,-0.1406,0.0249,0.2115
1493734415590,SA0297,-0.1834,-0.1882,0.2462
1493734415636,SA0297,-0.1436,-0.1296,0.1659
1493734415680,SA0297,-0.3953,-0.0465,-0.4098
1493734415729,SA0297,-0.2541,-0.1299,-0.6415
1493734415771,SA0297,0.1203,-0.1068,-0.0354
1493734415816,SA0297,-0.1343,-0.1804,-0.0107
1493734415861,SA0297,-0.0671,-0.0402,0.3813
1493734415905,SA0297,0.1161,0.1863,0.3259
1493734415956,SA0297,0.1741,0.1777,0.2335
1493734416001,SA0297,0.0694,0.0928,0.0281
1493734416046,SA0297,-0.1736,0.0861,-0.2669
1493734416091,SA0297,-0.1444,0.2114,-0.2338
1493734416136,SA0297,-0.1972,0.2162,-0.2601
1493734416181,SA0297,-0.3075,0.28,-0.0868
1493734416227,SA0297,-0.0698,0.2828,-0.0177
1493734416271,SA0297,0.2175,0.028,0.063
1493734416316,SA0297,0.2475,-0.0251,0.0075
1493734416361,SA0297,0.2533,-0.0211,0.0772
1493734416406,SA0297,0.1839,0.0008,0.111
1493734416451,SA0297,0.0306,-0.0005,0.0843
1493734416497,SA0297,-0.1323,-0.1298,0.0967
1493734416541,SA0297,-0.2104,-0.3058,0.1353
1493734416585,SA0297,-0.2066,-0.0581,0.0305
1493734416631,SA0297,-0.4129,-0.063,-0.4228
1493734416676,SA0297,-0.2797,-0.1685,-0.3559
1493734416721,SA0297,-0.4792,-0.5873,0.4434
1493734416766,SA0297,-0.1204,-0.057,-0.0491
1493734416811,SA0297,0.149,0.0541,0.2649
1493734416856,SA0297,0.1909,0.0486,0.3249
1493734416901,SA0297,0.1657,0.0771,0.254
1493734416951,SA0297,-0.0847,0.0492,-0.2057
1493734416996,SA0297,-0.1269,0.1404,-0.3167
1493734417041,SA0297,-0.0527,0.213,-0.2368
1493734417086,SA0297,-0.0517,0.1867,-0.2595
1493734417131,SA0297,-0.2338,0.3519,-0.1183
1493734417179,SA0297,-0.132,0.3443,0.1501
1493734417221,SA0297,0.0812,0.1208,0.2432
1493734417265,SA0297,0.1524,0.0596,0.1344
1493734417311,SA0297,0.132,0.0324,0.0792
1493734417356,SA0297,0.1969,-0.0056,0.1461
1493734417401,SA0297,0.1208,0.0393,0.1547
1493734417446,SA0297,-0.0956,-0.3939,0.0857
1493734417491,SA0297,-0.2675,-0.3091,0.033
1493734417536,SA0297,-0.3264,0.0216,-0.044
1493734417581,SA0297,-0.5096,0.1576,-0.5466
1493734417625,SA0297,-0.2819,0.3527,-0.1911
1493734417671,SA0297,-0.51,-0.1756,0.4975
1493734417716,SA0297,-0.3225,-0.0431,0.2855
1493734417761,SA0297,0.0344,0.0888,0.1483
1493734417806,SA0297,0.1792,0.1929,0.1569
1493734417851,SA0297,0.209,0.2019,0.1941
1493734417897,SA0297,0.1069,0.1931,0.0264
1493734417948,SA0297,-0.0751,0.2371,-0.2819
1493734417991,SA0297,-0.1533,0.3403,-0.3933
1493734418037,SA0297,-0.1705,0.2653,-0.3875
1493734418081,SA0297,-0.1638,0.3102,-0.0502
1493734418126,SA0297,-0.1038,0.3009,0.0175
1493734418171,SA0297,0.1235,0.1069,0.1676
1493734418216,SA0297,0.1719,-0.0525,0.058
1493734418261,SA0297,0.2694,-0.2345,0.1758
1493734418307,SA0297,0.1768,-0.1694,0.1234
1493734418352,SA0297,0.0829,-0.172,0.1914
1493734418397,SA0297,-0.0072,-0.1622,0.1409
1493734418441,SA0297,-0.2151,-0.3351,0.0342
1493734418487,SA0297,-0.3741,-0.2345,-0.053
1493734418531,SA0297,-0.6186,-0.2499,-0.5159
1493734418577,SA0297,-0.4511,-0.0539,-0.0716
1493734418621,SA0297,-1.2676,-0.7056,1.0978
1493734418667,SA0297,-0.0735,0.0498,-0.5527
1493734418715,SA0297,0.1213,0.0824,0.2132
1493734418757,SA0297,0.223,0.1266,0.195
1493734418801,SA0297,0.1555,0.1167,0.1089
1493734418847,SA0297,0.12,0.1049,-0.0851
1493734418892,SA0297,-0.0102,0.1998,-0.3213
1493734418942,SA0297,0.0253,0.3295,-0.2791
1493734418987,SA0297,-0.0892,0.2797,-0.4105
1493734419032,SA0297,-0.0329,0.2463,-0.1191
1493734419077,SA0297,0.053,0.2578,0.0994
1493734419121,SA0297,0.1028,0.1597,0.1784
1493734419168,SA0297,0.0535,0.0282,0.1052
1493734419212,SA0297,0.0614,-0.1651,0.1437
1493734419257,SA0297,0.0055,-0.1111,0.1823
1493734419302,SA0297,0.0232,-0.0675,0.1989
1493734419347,SA0297,-0.0654,-0.1115,0.0783
1493734419392,SA0297,-0.177,-0.154,-0.1036
1493734419437,SA0297,-0.3062,-0.0988,0.075
1493734419484,SA0297,-0.5809,-0.13,-0.3098
1493734419527,SA0297,-0.4786,-0.0259,-0.2854
1493734419572,SA0297,-1.252,-0.705,0.9179
1493734419617,SA0297,-0.1466,-0.0216,-0.2118
1493734419662,SA0297,-0.0127,0.066,0.1244
1493734419707,SA0297,0.1216,0.1879,0.2107
1493734419752,SA0297,0.1179,0.044,0.1013
1493734419797,SA0297,0.055,0.0833,-0.0682
1493734419841,SA0297,-0.0284,0.2824,-0.287
1493734419887,SA0297,-0.0426,0.3598,-0.2666
1493734419937,SA0297,-0.2372,0.3006,-0.4777
1493734419982,SA0297,-0.0726,0.3467,-0.119
1493734420027,SA0297,0.1538,0.3284,0.1979
1493734420072,SA0297,0.2344,0.1905,0.2458
1493734420118,SA0297,0.1141,0.025,0.0119
1493734420166,SA0297,0.1097,-0.0504,0.1418
1493734420207,SA0297,0.0953,-0.27,0.0458
1493734420253,SA0297,0.0603,-0.2162,0.0981
1493734420297,SA0297,-0.0121,-0.2948,-0.0143
1493734420342,SA0297,-0.0454,-0.2207,-0.1021
1493734420387,SA0297,-0.1901,-0.0569,-0.1861
1493734420432,SA0297,-0.4705,0.0236,-0.4825
1493734420477,SA0297,-0.4771,-0.0196,-0.1208
1493734420521,SA0297,-0.9248,-0.4976,2.2308
1493734420567,SA0297,0.0278,0.2835,-1.1191
1493734420612,SA0297,0.0517,0.2025,0.1473
1493734420657,SA0297,0.2033,0.2639,0.1202
1493734420702,SA0297,0.0623,0.1675,-0.0353
1493734420747,SA0297,0.0175,0.16,-0.105
1493734420792,SA0297,-0.0584,0.3024,-0.2986
1493734420837,SA0297,-0.0921,0.3674,-0.3293
1493734420881,SA0297,-0.2923,0.2913,-0.5277
1493734420934,SA0297,0.0388,0.3012,0.09
1493734420977,SA0297,0.1807,0.2047,0.28
1493734421022,SA0297,0.1122,0.1391,0.0859
1493734421067,SA0297,0.0849,0.0485,0.0146
1493734421113,SA0297,0.0723,-0.1733,0.189
1493734421158,SA0297,0.0417,-0.2075,0.1574
1493734421201,SA0297,0.0878,-0.1773,0.1216
1493734421248,SA0297,-0.014,-0.3881,-0.0547
1493734421292,SA0297,-0.0093,-0.2506,-0.0707
1493734421337,SA0297,-0.4278,-0.1753,-0.0826
1493734421383,SA0297,-0.5808,-0.2044,-0.1872
1493734421428,SA0297,-0.5957,-0.1788,0.1695
1493734421473,SA0297,-0.2674,-0.1078,0.4384
1493734421518,SA0297,0.0164,0.0833,0.1571
1493734421563,SA0297,0.1228,0.1805,0.2521
1493734421608,SA0297,0.0875,0.0639,0.0894
1493734421653,SA0297,0.0748,0.0196,0.0029
1493734421702,SA0297,0.0079,0.0752,-0.253
1493734421743,SA0297,-0.1012,0.2342,-0.3577
